,filenames,labels
17926,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20866212.mp3,Portuguese
17927,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20881656.mp3,Portuguese
17928,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20887936.mp3,Portuguese
17929,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20887925.mp3,Portuguese
17930,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20887929.mp3,Portuguese
17931,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20887931.mp3,Portuguese
17932,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20887937.mp3,Portuguese
17933,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20900029.mp3,Portuguese
17934,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20902466.mp3,Portuguese
17935,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905049.mp3,Portuguese
17936,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905451.mp3,Portuguese
17937,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905529.mp3,Portuguese
17938,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905481.mp3,Portuguese
17939,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905431.mp3,Portuguese
17940,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905461.mp3,Portuguese
17941,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905443.mp3,Portuguese
17942,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905499.mp3,Portuguese
17943,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905572.mp3,Portuguese
17944,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905594.mp3,Portuguese
17945,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20905579.mp3,Portuguese
17946,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20908288.mp3,Portuguese
17947,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20908282.mp3,Portuguese
17948,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20908294.mp3,Portuguese
17949,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20911185.mp3,Portuguese
17950,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20911160.mp3,Portuguese
17951,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20911367.mp3,Portuguese
17952,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20911366.mp3,Portuguese
17953,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20911394.mp3,Portuguese
17954,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20924193.mp3,Portuguese
17955,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20924198.mp3,Portuguese
17956,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20928786.mp3,Portuguese
17957,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20928813.mp3,Portuguese
17958,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20946079.mp3,Portuguese
17959,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20948566.mp3,Portuguese
17960,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20948586.mp3,Portuguese
17961,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20952590.mp3,Portuguese
17962,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20952583.mp3,Portuguese
17963,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20956084.mp3,Portuguese
17964,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20956050.mp3,Portuguese
17965,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20956064.mp3,Portuguese
17966,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20956088.mp3,Portuguese
17967,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20958128.mp3,Portuguese
17968,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20960480.mp3,Portuguese
17969,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20966262.mp3,Portuguese
17970,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20966299.mp3,Portuguese
17971,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20966496.mp3,Portuguese
17972,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20982190.mp3,Portuguese
17973,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20987112.mp3,Portuguese
17974,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20987126.mp3,Portuguese
17975,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20987125.mp3,Portuguese
17976,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990090.mp3,Portuguese
17977,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990138.mp3,Portuguese
17978,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990092.mp3,Portuguese
17979,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990148.mp3,Portuguese
17980,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990144.mp3,Portuguese
17981,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990149.mp3,Portuguese
17982,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990145.mp3,Portuguese
17983,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990080.mp3,Portuguese
17984,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990259.mp3,Portuguese
17985,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990365.mp3,Portuguese
17986,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_20990367.mp3,Portuguese
17987,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21018972.mp3,Portuguese
17988,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21018894.mp3,Portuguese
17989,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21066869.mp3,Portuguese
17990,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21073369.mp3,Portuguese
17991,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21106547.mp3,Portuguese
17992,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125414.mp3,Portuguese
17993,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125594.mp3,Portuguese
17994,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125587.mp3,Portuguese
17995,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125770.mp3,Portuguese
17996,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125691.mp3,Portuguese
17997,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125900.mp3,Portuguese
17998,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125930.mp3,Portuguese
17999,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_21125971.mp3,Portuguese
18000,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19473657.mp3,Portuguese
18001,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19473768.mp3,Portuguese
18002,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19473722.mp3,Portuguese
18003,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19473725.mp3,Portuguese
18004,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19473723.mp3,Portuguese
18005,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19473760.mp3,Portuguese
18006,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474173.mp3,Portuguese
18007,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474206.mp3,Portuguese
18008,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474233.mp3,Portuguese
18009,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474213.mp3,Portuguese
18010,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474264.mp3,Portuguese
18011,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474443.mp3,Portuguese
18012,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474345.mp3,Portuguese
18013,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474368.mp3,Portuguese
18014,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474395.mp3,Portuguese
18015,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474315.mp3,Portuguese
18016,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474335.mp3,Portuguese
18017,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474343.mp3,Portuguese
18018,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474390.mp3,Portuguese
18019,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474396.mp3,Portuguese
18020,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474366.mp3,Portuguese
18021,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474563.mp3,Portuguese
18022,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474458.mp3,Portuguese
18023,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474539.mp3,Portuguese
18024,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474485.mp3,Portuguese
18025,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474452.mp3,Portuguese
18026,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474484.mp3,Portuguese
18027,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474630.mp3,Portuguese
18028,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474600.mp3,Portuguese
18029,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19474605.mp3,Portuguese
18030,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19475150.mp3,Portuguese
18031,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19475181.mp3,Portuguese
18032,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19475149.mp3,Portuguese
18033,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19475170.mp3,Portuguese
18034,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19475164.mp3,Portuguese
18035,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19475184.mp3,Portuguese
18036,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477798.mp3,Portuguese
18037,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477984.mp3,Portuguese
18038,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477928.mp3,Portuguese
18039,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477936.mp3,Portuguese
18040,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477903.mp3,Portuguese
18041,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477986.mp3,Portuguese
18042,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477893.mp3,Portuguese
18043,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477934.mp3,Portuguese
18044,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477938.mp3,Portuguese
18045,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477917.mp3,Portuguese
18046,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477955.mp3,Portuguese
18047,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477953.mp3,Portuguese
18048,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477963.mp3,Portuguese
18049,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19477966.mp3,Portuguese
18050,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19479763.mp3,Portuguese
18051,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19479766.mp3,Portuguese
18052,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19479787.mp3,Portuguese
18053,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19479773.mp3,Portuguese
18054,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19479822.mp3,Portuguese
18055,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19479859.mp3,Portuguese
18056,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19480625.mp3,Portuguese
18057,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19480656.mp3,Portuguese
18058,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481944.mp3,Portuguese
18059,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481933.mp3,Portuguese
18060,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481941.mp3,Portuguese
18061,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481887.mp3,Portuguese
18062,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481921.mp3,Portuguese
18063,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481925.mp3,Portuguese
18064,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481884.mp3,Portuguese
18065,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481910.mp3,Portuguese
18066,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482159.mp3,Portuguese
18067,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482049.mp3,Portuguese
18068,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482108.mp3,Portuguese
18069,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482034.mp3,Portuguese
18070,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482015.mp3,Portuguese
18071,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482074.mp3,Portuguese
18072,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482072.mp3,Portuguese
18073,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482025.mp3,Portuguese
18074,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482080.mp3,Portuguese
18075,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482039.mp3,Portuguese
18076,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482103.mp3,Portuguese
18077,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482136.mp3,Portuguese
18078,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482144.mp3,Portuguese
18079,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482066.mp3,Portuguese
18080,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482013.mp3,Portuguese
18081,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19481974.mp3,Portuguese
18082,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482043.mp3,Portuguese
18083,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482156.mp3,Portuguese
18084,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482153.mp3,Portuguese
18085,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482169.mp3,Portuguese
18086,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482285.mp3,Portuguese
18087,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482209.mp3,Portuguese
18088,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482267.mp3,Portuguese
18089,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482184.mp3,Portuguese
18090,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482203.mp3,Portuguese
18091,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482208.mp3,Portuguese
18092,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482484.mp3,Portuguese
18093,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482370.mp3,Portuguese
18094,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19482514.mp3,Portuguese
18095,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484695.mp3,Portuguese
18096,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484614.mp3,Portuguese
18097,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484616.mp3,Portuguese
18098,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484617.mp3,Portuguese
18099,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484581.mp3,Portuguese
18100,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484620.mp3,Portuguese
18101,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484603.mp3,Portuguese
18102,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484577.mp3,Portuguese
18103,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484689.mp3,Portuguese
18104,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484582.mp3,Portuguese
18105,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484744.mp3,Portuguese
18106,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484725.mp3,Portuguese
18107,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484819.mp3,Portuguese
18108,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484824.mp3,Portuguese
18109,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484730.mp3,Portuguese
18110,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484778.mp3,Portuguese
18111,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484755.mp3,Portuguese
18112,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484777.mp3,Portuguese
18113,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484810.mp3,Portuguese
18114,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484786.mp3,Portuguese
18115,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484733.mp3,Portuguese
18116,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484736.mp3,Portuguese
18117,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484752.mp3,Portuguese
18118,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484722.mp3,Portuguese
18119,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484986.mp3,Portuguese
18120,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484919.mp3,Portuguese
18121,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484972.mp3,Portuguese
18122,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484923.mp3,Portuguese
18123,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485013.mp3,Portuguese
18124,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485010.mp3,Portuguese
18125,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484956.mp3,Portuguese
18126,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19484991.mp3,Portuguese
18127,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485138.mp3,Portuguese
18128,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485152.mp3,Portuguese
18129,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485065.mp3,Portuguese
18130,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485102.mp3,Portuguese
18131,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485167.mp3,Portuguese
18132,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485151.mp3,Portuguese
18133,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485079.mp3,Portuguese
18134,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485146.mp3,Portuguese
18135,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485172.mp3,Portuguese
18136,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485037.mp3,Portuguese
18137,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486044.mp3,Portuguese
18138,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19485982.mp3,Portuguese
18139,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486029.mp3,Portuguese
18140,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486028.mp3,Portuguese
18141,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486026.mp3,Portuguese
18142,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486002.mp3,Portuguese
18143,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486121.mp3,Portuguese
18144,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486181.mp3,Portuguese
18145,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486203.mp3,Portuguese
18146,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486182.mp3,Portuguese
18147,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486069.mp3,Portuguese
18148,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486107.mp3,Portuguese
18149,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486144.mp3,Portuguese
18150,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486191.mp3,Portuguese
18151,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486123.mp3,Portuguese
18152,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486266.mp3,Portuguese
18153,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486257.mp3,Portuguese
18154,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486206.mp3,Portuguese
18155,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486247.mp3,Portuguese
18156,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486208.mp3,Portuguese
18157,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486330.mp3,Portuguese
18158,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486323.mp3,Portuguese
18159,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486243.mp3,Portuguese
18160,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486311.mp3,Portuguese
18161,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486291.mp3,Portuguese
18162,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Portuguese/common_voice_pt_19486346.mp3,Portuguese
